ID Φορέα,Φορέας,ID Ειδικού Φορέα,Ειδικός Φορέας,ΚΑΕ,ΚΑΕ λεπτομέρειες,Ψηφ.Προϋπολογισμος 2013,Πληρωμές 2013,Ψηφ.Προϋπολογισμος 2014,Διαμόρφωση 2014,Αυξήσεις 2014,Μειώσεις 2014,Ποσό Διάθεσης 2014,Ποσοστό διάθεσης 2014,Πληρωμές 2014,Εντάλματα 2014
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0711,Εξοδα μετακίνησης στο εσωτερ,1.00,5.21,1.50,7.88,6.38,,7.88,100.00%,2.79,2.79
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0813,Μισθώματα κτιρίων,95.85,102.56,96.41,96.41,,,96.41,100.00%,23.16,23.16
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0829,Λοιπές μεταφορές,,26.01,,,,,,,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0831,Υδρευση και άρδευση,0.95,0.54,0.70,0.83,0.13,,0.83,100.00%,0.47,0.47
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0841,Διαφημίσεις και δημοσιεύσεις γενικά,,,0.40,0.20,,-0.20,0.20,100.00%,0.09,0.09
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0851,Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά.εγκαταστάσ,,3.26,,,,,,,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0861,Αμοιβές για συντήρηση και επισκευή,0.20,,0.20,0.60,0.50,-0.10,0.60,100.00%,0.10,0.17
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0869,Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλι,0.35,1.50,0.51,0.43,,-0.08,0.43,100.00%,0.15,0.15
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0871,Αμοιβές φυσικών προσώπων,,,,15.00,16.00,-1.00,15.00,100.00%,14.96,14.96
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0873,Αμοιβές νομικών προσώπων,,4.82,,,,,,,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0875,Αμοιβές για δαπάνες καθαριότητας (συμπεριλαμβάνο  νται φυσικ,,1.35,15.08,13.29,,-1.79,13.29,100.00%,6.29,6.29
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0892,Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφά σεων ή συμ,,,,3.55,3.55,,3.55,100.00%,3.55,3.55
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ0893,Δαπάνες αποδοχής  δωρεών. κληροδοσιών.  σχολαζουσώκληρονομιώ,10.00,62.28,1.00,0.00,1.00,-2.00,0.00,0.00,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1111,Προμήθεια χαρτιού. γραφικών ειδών και λοι,8.30,7.41,4.00,4.30,0.35,-0.05,4.30,100.00%,1.64,1.65
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1231,Προμήθεια ειδών καθαριότητας,0.60,0.49,0.55,0.54,,-0.02,0.54,100.00%,0.13,0.13
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1311,Προμήθεια ειδών συντήρησης και επισκευής  εγκ,,1.18,0.70,0.30,,-0.40,0.30,100.00%,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1321,Προμήθεια ειδών συντήρησης και επισκευής μεταφορι κών μέσων,0.50,0.35,0.50,0.95,0.50,-0.05,0.95,100.00%,0.28,0.74
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1329,Προμήθεια ειδών συντήρησης και επισκευής κάθε είδ ους λοιπού,0.65,0.18,0.45,0.29,,-0.17,0.29,100.00%,0.16,0.16
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1511,Προμήθεια καυσίμων και λιπαντικών,0.90,0.51,0.50,0.95,0.50,-0.05,0.95,100.00%,0.43,0.43
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1512,Προμήθεια καυσίμων θέρμανσης και δαπάνες κοινοχ,16.00,4.90,4.50,4.29,,-0.21,4.29,100.00%,2.17,2.17
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ1699,Λοιπές προμήθειες,0.70,2.21,0.00,,,,,,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ9151,Προμήθεια καυσίμων και λιπαντικών,,3.63,1.00,1.00,,,1.00,100.00%,1.00,1.00
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ9711,Έξοδα για μετακίνηση προσωπικού,,,,0.02,0.02,,0.02,100.00%,0.02,0.02
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ9841,Διαφημίσεις και δημοσιεύσεις,,0.05,,,,,,,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Ξ9891,Ειδικές αμοιβές και λοιπές δαπάνες,,9.95,,,,,,,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,231,ΥΠΗΡΕΣΙΕΣ ΦΟΡΟΤΕΧΝΙΚΩΝ,Αποτέλεσμα,,136.00,244.59,128.00,164.41,42.51,-6.11,164.41,100.00%,59.99,60.53
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0511,Αποζημίωση για υπερωριακή εργασία,,9.28,,21.60,21.60,,21.60,100.00%,3.46,3.46
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0512,Αμοιβή για εργασία κατά τις εξαιρέ,,6.46,,23.55,23.55,,23.55,100.00%,2.58,2.58
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0711,Εξοδα μετακίνησης στο εσωτερ,0.50,0.13,0.50,2.07,1.57,,1.32,63.68%,0.68,0.68
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0829,Λοιπές μεταφορές,,,,1.00,1.00,,1.00,100.00%,0.80,0.80
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0831,Υδρευση και άρδευση,0.40,0.10,0.20,0.20,,,0.20,100.00%,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0851,Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά.εγκαταστάσ,1.00,0.64,0.50,0.50,,,0.25,50.00%,0.15,0.15
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0861,Αμοιβές για συντήρηση και επισκευή,1.00,0.89,0.60,0.60,,,0.30,50.00%,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0869,Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλι,0.60,0.12,0.50,0.50,,,0.25,50.00%,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0871,Αμοιβές φυσικών προσώπων,1.00,,1.00,1.00,,,0.50,50.00%,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0893,Δαπάνες αποδοχής  δωρεών. κληροδοσιών.  σχολαζουσώκληρονομιώ,,,,1.00,1.00,,1.00,100.00%,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ0899,Λοιπές δαπάνες και ειδικές αμοιβές,0.70,,0.50,0.50,,,0.25,50.00%,0.22,0.22
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1111,Προμήθεια χαρτιού. γραφικών ειδών και λοι,3.50,2.72,4.00,4.00,,,3.60,90.00%,0.25,0.25
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1231,Προμήθεια ειδών καθαριότητας,1.50,1.35,1.50,1.50,,,1.35,90.00%,0.10,0.10
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1232,Κατ'αποκοπή χορήγημα για καθαριότητα,5.00,3.13,4.00,4.00,,,3.60,90.00%,0.90,0.90
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1311,Προμήθεια ειδών συντήρησης και επισκευής  εγκ,1.50,0.68,0.80,0.80,,,0.72,90.00%,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1321,Προμήθεια ειδών συντήρησης και επισκευής μεταφορι κών μέσων,2.00,1.26,1.00,1.00,,,0.90,90.00%,0.07,0.07
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1329,Προμήθεια ειδών συντήρησης και επισκευής κάθε είδ ους λοιπού,0.60,0.35,0.60,0.60,,,0.54,90.00%,0.06,0.06
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1511,Προμήθεια καυσίμων και λιπαντικών,4.00,2.12,3.00,3.00,,,2.70,90.00%,0.35,0.35
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1512,Προμήθεια καυσίμων θέρμανσης και δαπάνες κοινοχ,10.30,10.11,8.90,7.84,,-1.06,7.06,90.00%,2.49,2.49
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1699,Λοιπές προμήθειες,0.40,0.90,0.40,0.40,,,0.36,90.00%,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1712,Προμήθεια συσκευών θέρμανσης και κλιματισμού,,0.59,,,,,,,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ1713,Προμήθεια γραφομηχανών. μηχανημάτων φωτοαντιγραφήςκ.λπ. μηχα,,0.97,,,,,,,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ9511,Πρόσθετες παροχές (περιλαμβάνονται και οι ασφαλιστικές εισφο,,5.14,,2.20,2.20,,2.20,100.00%,1.74,1.74
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Ξ9711,Έξοδα για μετακίνηση προσωπικού,,,,0.06,0.06,,0.06,100.00%,0.06,0.06
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,233,ΥΠΗΡΕΣΙΕΣ ΤΕΛΩΝΕΙΩΝ,Αποτέλεσμα,,34.00,46.93,28.00,77.92,50.98,-1.06,73.31,94.08%,13.90,13.90
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ0511,Αποζημίωση για υπερωριακή εργασία,,2.58,,1.04,1.04,,1.04,100.00%,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ0711,Εξοδα μετακίνησης στο εσωτερ,,0.88,0.00,0.06,0.06,,0.03,50.00%,0.03,0.03
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ0813,Μισθώματα κτιρίων,10.63,10.62,10.63,10.62,,-0.00,10.62,100.00%,2.66,2.66
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ0823,Ταχυδρομικά,0.13,0.11,0.14,0.14,,,0.07,50.00%,0.02,0.02
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ0831,Υδρευση και άρδευση,0.10,0.07,0.10,0.10,,,0.10,100.00%,0.05,0.05
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ0869,Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλι,0.80,0.95,0.70,0.46,,-0.24,0.23,50.00%,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ1111,Προμήθεια χαρτιού. γραφικών ειδών και λοι,0.20,0.88,0.20,0.20,,,0.18,90.00%,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ1231,Προμήθεια ειδών καθαριότητας,0.67,0.15,0.30,0.05,,-0.25,0.05,90.00%,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ1232,Κατ'αποκοπή χορήγημα για καθαριότητα,3.00,2.25,3.00,2.72,,-0.28,2.45,90.00%,0.61,0.61
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ1329,Προμήθεια ειδών συντήρησης και επισκευής κάθε είδ ους λοιπού,1.00,0.25,0.60,0.60,,,0.54,90.00%,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ1512,Προμήθεια καυσίμων θέρμανσης και δαπάνες κοινοχ,2.30,2.07,2.00,2.67,0.67,,2.40,90.00%,2.40,2.40
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ1699,Λοιπές προμήθειες,0.68,0.63,0.34,0.34,,,0.30,90.00%,,
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ9711,Έξοδα για μετακίνηση προσωπικού,,,,0.02,0.02,,0.02,100.00%,0.02,0.02
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Ξ9829,Λοιπές μεταφορές,,,,0.01,0.01,,0.01,100.00%,0.01,0.01
090/9053,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,235,ΥΠΗΡΕΣΙΕΣ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ,Αποτέλεσμα,,19.50,21.44,18.00,19.04,1.81,-0.77,18.05,94.80%,5.81,5.81
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,181,ΠΡΩΤΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0282,Αποζημίωση υπαλλήλων,5.20,,2.00,2.00,,,2.00,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,181,ΠΡΩΤΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0288,Καταβολή αποδοχών. επιδομάτων κ.λπ. παρελθόντων   ετών σε εκ,,16.96,,14.78,14.78,,14.78,100.00%,8.13,8.13
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,181,ΠΡΩΤΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0516,Υπερωριακή αποζημίωση εκπαιδευτικών (μό,50.35,65.44,33.20,56.00,22.80,,49.36,88.14%,21.58,21.58
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,181,ΠΡΩΤΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0517,Αμοιβές ωρομισθίων εκπαιδευτικών και λοιπών προσώ πων για τη,10.00,7.00,8.20,7.90,,-0.30,3.95,50.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,181,ΠΡΩΤΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0561,Αποζημίωση για απασχόληση πέραν του κανονικού ωρα ρίου υπαλλ,,0.29,1.80,2.10,0.30,,1.05,50.00%,0.58,0.58
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,181,ΠΡΩΤΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0711,Εξοδα μετακίνησης στο εσωτερ,21.20,11.29,30.60,30.60,,,15.30,50.00%,3.89,3.89
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,181,ΠΡΩΤΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0712,Εξοδα μετάθεσης ή απόσπασης στο εσωτερικό,,,2.00,2.00,,,1.00,50.00%,0.68,0.68
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,181,ΠΡΩΤΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ1729,Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπ,,4.55,,4.70,4.70,,4.70,100.00%,4.70,4.70
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,181,ΠΡΩΤΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ2224,Επιχορήγηση στις σχολικές επιτροπές και σχο,17.50,7.51,11.00,11.00,,,5.50,50.00%,5.08,5.08
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,181,ΠΡΩΤΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ2752,Εισοδηματική ενίσχυση οικογενειών με χαμηλά εισοδή,,10.50,,0.60,0.60,,0.60,100.00%,,0.60
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,181,ΠΡΩΤΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ5272,Δαπάνες για το σχολικό αθλητισμό (αρθρ.63 ν.1566/8,,0.88,,2.05,2.05,,2.05,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,181,ΠΡΩΤΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ9511,Πρόσθετες παροχές (περιλαμβάνονται και οι ασφαλιστικές εισφο,14.00,14.91,6.80,6.80,6.80,-6.80,6.80,100.00%,4.37,4.37
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,181,ΠΡΩΤΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ9521,Αμοιβές ωρομισθίων εκπαιδευτικών και λοιπών προσώπων για την,0.25,,0.00,,,,,,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,181,ΠΡΩΤΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ9711,Έξοδα για μετακίνηση προσωπικού,1.30,1.05,0.40,1.40,1.00,,1.40,100.00%,0.31,0.31
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,181,ΠΡΩΤΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Αποτέλεσμα,,119.80,140.39,96.00,141.93,53.03,-7.10,108.49,76.44%,49.33,49.93
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0282,Αποζημίωση υπαλλήλων,11.00,,2.00,2.00,,,2.00,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0288,Καταβολή αποδοχών. επιδομάτων κ.λπ. παρελθόντων   ετών σε εκ,,11.60,,2.33,2.33,,2.33,100.00%,0.84,0.84
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0512,Αμοιβή για εργασία κατά τις εξαιρέ,,24.13,,28.00,28.00,,28.00,100.00%,,
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0515,Αποζημίωση μελών συλλογικών οργάνων,8.00,164.68,2.50,145.21,142.71,,143.96,99.14%,0.86,0.86
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0516,Υπερωριακή αποζημίωση εκπαιδευτικών (μό,70.00,55.32,4.00,21.50,17.50,,19.50,90.70%,10.90,10.90
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0517,Αμοιβές ωρομισθίων εκπαιδευτικών και λοιπών προσώ πων για τη,39.00,36.63,42.90,104.90,62.00,,83.45,79.55%,35.83,35.83
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0561,Αποζημίωση για απασχόληση πέραν του κανονικού ωρα ρίου υπαλλ,15.00,5.25,2.10,4.30,2.20,,3.25,75.58%,0.53,0.53
090/9054,ΝΟΜΟΣ ΧΑΝΙΩΝ,182,ΔΕΥΤΕΡΟΒΑΘΜΙΑ ΕΚΠΑΙΔΕΥΣΗ,Ξ0563,Αποζημίωση για κανονική άδεια που δεν χορηγήθηκε,,5.68,,,,,,,,
